address,lon,lat
新北市板橋區大觀路二段59巷31號,121.447686,25.002304
新北市土城區學府路一段115巷13號,121.4560996,24.987131
新北市永和區民權路1巷24.26號,121.521564,24.998119
新北市樹林區三福街52號,121.406436,25.016363
新北市永和區中和路501巷17號,121.510315,25.002992
新北市板橋區實踐路93巷51號,121.466392,25.005017
新北市新店區安民街269巷14號1樓,121.516561,24.973207
新北市土城區青仁路31號,121.537684,24.970281
新北市板橋區大觀路一段30號,121.449349,25.00861
新北市新店區永業路81巷25號,121.530952,24.948831
新北市土城區延吉街253巷18弄3號,121.467515,24.9839982
新北市板橋區金門街289號,121.430882,24.987323
新北市新店區民權路11巷3號,121.542507,24.982592
新北市土城區學士路12巷12號,121.4533462,24.9834003
新北市新店區德正街27巷29弄8號,121.54586,24.971745
新北市板橋區四川路二段245巷60號,121.452812,24.991736
新北市土城區延和路19號,121.4641286,24.9881804
新北市新店區三民路19號,121.539411,24.971703
新北市板橋區廣和街31號,121.462422,24.994453
新北市土城區裕生路65號,121.447559,24.985601
新北市土城區延和路105巷1弄4號,121.4673705,24.9904654
新北市土城區延和路23號,121.464774,24.988807
新北市土城區立德路135巷2號,121.464688,24.986642
新北市樹林區忠孝街30號,121.42344,24.98193
新北市土城區延吉街253巷14號,121.4676104,24.9842863
新北市樹林區復興路395號,121.415669,24.985766
新北市土城區金城路三段152號1樓,121.4706443,24.9891189
新北市鶯歌區育英街2號,121.346579,24.954965
新北市三峽區中華路42號,121.37222,24.931221
新北市土城區學成路165號,121.4482362,24.989099
新北市汐止區樟樹一路141巷2號,121.641687,25.066528
新北市金山區金美里忠孝一路111號,121.635474,25.221039
新北市土城區延和路185號,121.4691101,24.9904132
新北市新店區安和路三段100號,121.518178,24.984615
新北市淡水區學府路99號,121.449292,25.171312
新北市永和區中正路232號,121.5162473,24.9979143
新北市板橋區大同街50巷18號,121.4787602,25.0268613
新北市板橋區莊敬路34-2號 46號,121.4730872,25.0274018
新北市淡水區新興街123號,121.440027,25.179684
新北市三峽區大德路493號,121.3737628,24.9484786
新北市三重區中正北路113號,121.484505,25.066306
新北市三重區重新路二段19號,121.4982037,25.0624752
新北市三重區集賢路89號,121.493449,25.086713
新北市三芝區公正街34號,121.5001822,25.2577241
新北市蘆洲區長安街311號,121.457458,25.085672
新北市蘆洲區民族路488號,121.470993,25.091454
新北市新莊區中正路161號,121.455259,25.0364409
新北市新莊區中平里7鄰中和街193號,121.447398,25.051432
新北市三重區二段三和路37號3樓,121.5009202,25.0674478
新北市新莊區裕民街123號,121.418001,25.021856
新北市蘆洲區中正路373號1樓,121.4645438,25.0907181
新北市新莊區公園一路91號,121.443786,25.03784
新北市新莊區中信街168號,121.44799,25.056275
新北市新莊區昌平街200號,121.4555271,25.0563458
新北市板橋區南雅南路一段40號2樓,121.4557701,25.0060842
新北市樹林區大成路373號,121.3813379,24.9499709
新北市板橋區光明街120號,121.4633496,25.0029825
新北市土城區延和路180號,121.4690092,24.9901738
新北市永和區中和路483號2 樓,121.5103903,25.0020396
新北市土城區青仁路1號,121.4568251,25.016951
新北市林口區文化一路一段120號,121.3743846,25.071563
新北市土城區中央路一段223號,121.445782,24.9864816
新北市三峽區大德路70號,121.3772985,24.9432429
新北市土城區中央路三段279號,121.427092,24.9635329
新北市永和區中和路377號,121.50838,24.9999
新北市土城區金城路二段260號2樓,121.457449,24.983378
新北市新莊區昌隆街7號,121.4539437,25.0509865
新北市土城區中華路一段46號,121.4460862,24.9891075
新北市永和區永和路一段112號,121.513671,25.007416
新北市五股區民義路一段120號2樓,121.4348709,25.0858765
新北市土城區學府路一段155巷2號2樓,121.45388,24.985448
新北市三峽區光明路100之6號2樓,121.3757809,24.9280838
新北市中和區民生街8號,121.655809,25.0624709
新北市淡水區新市一路三段101巷16弄1號,121.4464258,25.1840388
新北市新店區中正路382巷1號,121.5349257,24.9772936
新北市土城區中央路三段189號,121.4308934,24.9648924
新北市土城區金城路三段19號,121.4982037,25.0624752
新北市土城區金城路三段64號,121.46639,24.9867999
新北市中和區民德路198號,121.4197751,24.9907834
新北市泰山區福興里25鄰仁德路67號,121.4341977,25.0567165
新北市土城區南天母路111巷10號,121.448688,24.9552359
新北市汐止區新興路3號3號樓之1,121.6564296,25.0650945
新北市土城區員林街59號,121.443907,24.977668
新北市樹林區長壽街15-7號1樓,121.4233594,24.9933693
新北市土城區學府路一段5號,121.4588445,24.9883989
新北市板橋區東門街30之2號1號樓之66,121.4580935,25.0085737
新北市土城區裕民路114巷25號,121.4504079,24.9857037
新北市淡水區水源街一段157號,121.4478847,25.1717918
新北市蘆洲區重陽區247號,121.4816083,25.0848659
新北市五股區西雲路249號,121.4491908,25.0979175
新北市蘆洲區長安街178號1樓,121.4590815,25.0835947
新北市板橋區文化路二段327號,121.4723623,25.0302511
新北市蘆洲區永樂街80號,121.4568557,25.088704
新北市三重區三和路四段123號,121.4849736,25.0778194
新北市蘆洲區中原路21巷4號,121.4612312,25.0820723
新北市林口區公園路42號,121.4728244,25.0275345
新北市蘆洲區信義里20鄰民族路153巷9號1樓,121.4791605,25.0877607
新北市新莊區頭前路26號,121.4678113,25.0525194
新北市永和區豫溪里15鄰竹林路176號3樓,121.520258,25.009872
新北市蘆洲區民義街77號,121.473251,25.090273
新北市汐止區新昌路18號,121.66207,25.067405
新北市蘆洲區民權路38巷18號,121.4769606,25.0864371
新北市汐止區民族三街56號,121.629036,25.069679
新北市蘆洲區中原里25鄰長樂路1號,121.463972,25.0846438
新北市汐止區康寧街619號,121.636413,25.071576
新北市蘆洲區民生街99號,121.4736658,25.0786462
新北市汐止區長江街39巷26號,121.65532,25.072323
新北市蘆洲區長安街242號1樓,121.4577273,25.0860032
新北市汐止區民權街二段81巷3.5號,121.619659,25.047828
新北市蘆洲區長安街267巷24弄1號,121.4574798,25.0833475
新北市淡水區中正路1段63巷9號,121.422855,25.177146
新北市淡水區新生街51巷31弄5號,121.440582,25.176264
新北市蘆洲區中華街85號,121.461693,25.0800204
新北市淡水區真理街26號,121.43583,25.175059
新北市蘆洲區長安街240號,121.4577167,25.0859982
新北市土城區樂利街5號,121.448407,24.986096
新北市蘆洲區永樂街38巷11號,121.4580421,25.0887406
新北市土城區學府路一段270巷4號,121.45084,24.984495
新北市蘆洲區民族路375號,121.4704862,25.0907483
新北市金山區中正路25號,121.635908,25.221889
新北市三芝區長安街59號1,121.500861,25.256676
新北市蘆洲區民義街35巷14號1 樓,121.4720945,25.0894688
新北市永和區福和路125巷20號,121.5217335,25.0070989
新北市蘆洲區民權路38巷7號,121.4765557,25.0868871
新北市蘆洲區民權路156號,121.472384,25.089999
新北市蘆洲區民族路145號,121.4796047,25.0877354
新北市林口區文化一路一段100巷12號,121.373891,25.070555
新北市永和區保安路252巷2號,121.506294,25.012748
新北市蘆洲區九芎街71巷1號,121.466796,25.0787821
新北市新莊區中港路207巷14號,121.454025,25.041847
新北市蘆洲區長榮路369號,121.4592774,25.0885612
新北市新莊區民安西路410巷15號1.2樓,121.428222,25.008965
新北市蘆洲區民族路167巷3號,121.4787174,25.0881367
新北市瑞芳區瑞芳街21之1號,121.806904,25.109503
新北市蘆洲區水湳街104號,121.4695976,25.0929731
新北市樹林區中山路一段2號1、2、3樓,121.424073,24.994116
新北市蘆洲區中山二路162之1號,121.470961,25.081134
新北市泰山區民生路20號,121.430296,25.05248
新北市蘆洲區民族路455號,121.4672204,25.0885421
新北市林口區八德路18號,121.368362,25.067452
新北市新莊區中和街46號,121.448165,25.044326
新北市蘆洲區永樂街31巷26號,121.4579887,25.0875305
新北市蘆洲區長安街288號,121.457371,25.087798
新北市五股區水碓路2號,121.434253,25.072366
新北市新莊區四維路20號,121.42346,25.0242
新北市五股區成泰路二段170號,121.438527,25.084326
新北市鶯歌區育英街98-1號,121.344605,24.953733
新北市五股區中興路四段48巷15號2樓,121.4384568,25.083595
新北市新莊區中和街218巷1號1樓,121.448453,25.050879
新北市五股區工商路164號,121.4334277,25.0877435
新北市樹林區中華路12巷11號,121.420512,24.98135
新北市泰山區中央路34 號,121.4263103,25.0430781
新北市八里區龍米路一段261號,121.4504758,25.1344344
新北市新莊區中平路385號,121.44453,25.053755
新北市泰山區泰林路二段261號,121.4504758,25.1344344
新北市新莊區中港路629號1樓,121.450668,25.054017
新北市泰山區辭修路10號,121.6203533,25.0014439
新北市新莊區中和街155巷24弄26號1樓,121.446671,25.050518
新北市泰山區明志路三段142巷8號3樓,121.4247782,25.0400027
新莊區中正路425號,121.4441582,25.0341605
新北市林口區忠孝路589巷5號,121.3752693,25.0689961
新北市林口區麗園路94號1.2樓,121.371931,25.068302
新北市土城區明德路一段74號,121.464492,24.979944
新北市林口區中北三街56號,121.3846576,25.0855639
新北市鶯歌區國華路109號,121.343827,24.953308
新北市林口區文化一路二段177號,121.3830298,25.0813931
新北市土城區中華路一段46號,121.445981,24.989277
新北市林口區忠孝路542巷8號,121.3727008,25.067129
新北市林口區公園路42號,121.367273,25.068049
新北市深坑區文化街52號,121.619014,25.0017878
新北市蘆洲區長榮路700號,121.460285,25.091368
新北市深坑區文化街10號,121.6203533,25.0014439
新北市新店區玫瑰路29號1、2樓及31號1、2樓,121.494796,24.950541
新北市深坑區平埔街5巷12號,121.6161602,25.0010274
新北市新莊區頭前路26號1樓,121.467656,25.052575
新北市新莊區民安東路48號,121.4294218,25.0205933
新北市板橋區中山路一段161號2樓,121.465286,25.012395
新北市板橋區文聖街137號,121.4783408,25.0285241
新北市板橋區介壽街23號,121.468148,25.020142
新北市蘆洲區光榮路103號,121.4645666,25.0896675
新北市板橋區吳鳳路17巷22號,121.4674416,25.0297922
新北市板橋區民生路三段10號,121.4678489,25.0244675
新北市泰山區辭修路7號,121.429866,25.057718
新北市板橋區縣民大道三段133巷22號,121.4775074,25.0238415
新北市板橋區文化路一段25號,121.459099,25.011684
新北市板橋區大同街59號,121.443907,24.977668
新北市新店區中央路93號,121.531813,24.975611
新北市板橋區莒光路211號,121.474229,25.0231157
新北市板橋區中山路一段69號號 2 樓,121.4611963,25.0098683
新北市中和區連城路460號,121.478344,24.993985
新北市板橋區雙十路三段12號,121.471789,25.030573
新北市新莊區中平路135號,121.444658,25.048184
新北市板橋區新海路416號,121.4584405,25.0273452
新北市三重區三信路1號,121.489286,25.087172
新北市板橋區文聖街149巷6號,121.478945,25.0280826
新北市板橋區金門街215巷8號1樓,121.433017,24.9896419
新北市林口區仁愛路二段173號,121.381001,25.073638
新北市板橋區板新路101號1-2樓,121.4725957,25.0138725
新北市板橋區成都街103號,121.4634466,25.0054062
新北市瑞芳區瑞芳街60號,121.804681,25.110732
新北市板橋區溪崑二街98號,121.4279,24.9893589
新北市三重區中正北路163號,121.480073,25.069648
新北市板橋區雙十路二段213號,121.4729796,25.0289537
新北市土城區學府路一段241號,121.45038,24.983307
板橋區雙十路二段149號,121.474623,25.0280459
新北市板橋區永豐街43號,121.474237,25.017418
新北市淡水區商工路307號,121.454026,25.186759
新北市板橋區重慶路223巷7號,121.4632572,25.001335
新北市林口區文化一路一段20號,121.370275,25.068111
新北市板橋區重慶路207號,121.4630047,25.0016054
新北市三峽區國光街100號,121.372986,24.939197
新北市板橋區三民路一段126號2樓,121.4790489,25.0206965
新北市林口區三民路101號,121.359474,25.069576
新北市板橋區金門街372巷34號2,121.4275297,24.9848127
新北市板橋區漢生東路350號,121.4719421,25.0073853
新北市淡水區淡海路72巷21號,121.424655,25.177349
新北市板橋區三民路二段215號,121.4791441,25.0128733
新北市林口區中山路268號,121.384226,25.080329
新北市板橋區國光路53號,121.4582716,25.0179754
新北市泰山區辭修路7號,121.429866,25.057718
新北市板橋區篤行路二段161巷18號,121.4299182,24.9874329
新北市板橋區重慶路269巷18號,121.464554,24.998952
新北市瑞芳區瑞芳街60號,121.804681,25.110732
新北市板橋區雙十路二段85號,121.4753207,25.0270497
新北市立三重區中正北路163號,121.488363,25.060833
新北市板橋區民族路8號2樓,121.461693,25.0095877
新北市板橋區文聖街89巷17號2樓,121.4781358,25.0304305
新北市土城區學府路一段241號,121.45038,24.983307
新北市板橋區莊敬路42號,121.4728244,25.0275345
新北市淡水區商工路307號,121.454026,25.186759
新北市板橋區三民路二段正隆巷61號,121.476621,25.0132934
新北市林口區文化北路1段425號,121.365937,25.078445
新北市板橋區金門街251號,121.4319804,24.9889703
新北市三重區忠孝路三段89號,121.4803284,25.0656964
新北市板橋區文聖街73號,121.4773092,25.0304976
新北市石碇區靜安路一段5號,121.4588445,24.9883989
新北市板橋區文化路二段182巷3弄11號,121.471656,25.0276028
新北市板橋區文化路二段182巷3弄50號,121.472717,25.0287226
新北市板橋區漢生東路215號,121.470886,25.010153
新北市板橋區南雅南路二段156號,121.4514428,24.9956181
新北市三重區集美街212號,121.491472,25.054693
新北市五股區明德路2號,121.434549,25.071371
新北市永和區保安里1鄰永平路205號,121.508625,25.010751
新北市林口區忠孝路591號,121.376194,25.068589
新北市樹林區中華路8號,121.422463,24.982936
新北市新店區寶橋路8號,121.543895,24.973708
新北市三峽區中正路二段399號,121.363909,24.906933
新北市泰山區義學里1鄰公園路33號,121.428098,25.054289
新北市汐止區忠孝東路201號,121.660087,25.065633
新北市中和區光環路二段一號,121.482576,25.014698
新北市金山區美田里文化二路2號,121.636934,25.224668
新北市汐止區仁愛路90號,121.661556,25.062576
新北市新店區安興路25號,121.514931,24.96881
新北市汐止區明峰街201號,121.627218,25.068719
新北市三峽區大同路1號,121.37852,24.929828
新北市雙溪區梅竹蹊3號,121.863161,25.03493
新北市新莊區昌平街200號,121.45558,25.056403
新北市石碇區隆盛里八分寮45號,121.642596,25.012743
新北市林口區公園路46號,121.367903,25.068714
新北市新莊區龍安路72號,121.416169,25.021199
新北市三重區集美街10號,121.487923,25.056467
新北市土城區明德路一段72號,121.465311,24.982013
新北市鶯歌區德昌二街2號,121.332912,24.958766
新北市蘆洲區三民路96號,121.473007,25.08646
新北市八里區忠八街2號,121.419406,25.160305
新北市三峽區弘園街22號,121.367185,24.927828
新北市中和區錦和路163號,121.491089,24.99254
新北市鶯歌區永明街22號,121.339161,24.955643
新北市板橋區光環路一段7號,121.484376,25.017981
新北市蘆洲區光榮路99號,121.463853,25.089298
新北市淡水區竹林路35號,121.461717,25.146034
新北市泰山區民生路30號,121.430956,25.052219
新北市三峽區大義路277號,121.376105,24.948608
新北市三峽區大學路6號,121.377882,24.940678
新北市林口區民權路101號,121.372858,25.082737
新北市貢寮區美豐里雞母嶺街6之6號,121.901516,25.065806
新北市淡水區中山北路2段200號,121.444509,25.186023
新北市鶯歌區中正三路154號,121.335003,24.939284
新北市板橋區漢生東路215號,121.4717728,25.0094096
新北市汐止區樟樹二路135號,121.639704,25.065826
新北市三重區集美街212號,121.491472,25.054693
新北市永和區永平路205號,121.508625,25.010751
新北市板橋區中正路437號,121.454159,25.024
新北市樹林區中華路8號,121.422463,24.982936
新北市板橋區國慶路221號,121.4629022,24.9981164
新北市汐止區忠孝東路201號,121.660087,25.065633
新北市板橋區松江街63號,121.468437,25.028944
新北市新店區安興路25號,121.5152865,24.9698771
新北市板橋區文化路一段188巷56號,121.467476,25.018553
新北市新莊區龍安路72號,121.4158567,25.0205313
新北市板橋區新海路181號,121.459652,25.024897
新北市三芝區觀海街1號10 巷,121.5093211,25.258355
新北市新莊區中正路211號,121.452487,25.035938
新北市新莊區新泰路359號,121.444377,25.042594
新北市三芝區中山路一段39號,121.5006435,25.2577351
新北市新莊區富國路105號,121.42251,25.025323
新北市八里區中山路二段466巷23號,121.3979068,25.1474847
新北市新莊區中原路2號,121.459484,25.055183
新北市八里區龍米路三段38號號,121.4283256,25.1593491
新北市三重區介壽路26號,121.49992,25.070456
新北市八里區中山路一段190號,121.4162027,25.1595661
新北市三重區中正北路107號,121.488987,25.063432
新北市三重區三信路166號,121.489048,25.087232
新北市萬里區瑪鋉下街17號,121.6907826,25.1800016
新北市永和區國中路111號,121.523319,25.006689
新北市板橋區翠華街4巷7號,121.4805467,25.0238007
新北市永和區永利路71號,121.520855,25.003998
新北市中和區興南路二段3巷17號,121.50854,24.986175
新北市板橋區存德街20號,121.4297453,24.9917845
新北市中和區民安街66號,121.478927,25.000128
新北市板橋區長安街138巷7弄36號2樓,121.4738967,25.0088594
新北市中和區廣福路39號,121.50553,25.002672
新北市板橋區文化路二段548巷29號,121.476978,25.0336712
新北市鶯歌區尖山埔路108號,121.344825,24.95041
板橋區金華街10巷104號,121.4587977,25.0204286
新北市樹林區柑園街2段125號,121.384208,24.954462
新北市板橋區永豐街122號,121.4765152,25.0208804
新北市土城區永寧路18號,121.430171,24.962415
新北市三峽區復興路238號,121.369073,24.939058
板橋區中正路360巷49號,121.4561853,25.022989
新北市八里區荖阡里荖阡坑路15號,121.40128,25.139901
新北市板橋區莒光路196巷28號,121.4729233,25.0226217
新北市泰山區泰林路二段498號,121.424545,25.064015
新北市新店區安康路二段136號,121.512463,24.9621215
新北市五股區成泰路二段49巷15號,121.435723,25.083273
新北市新店區三民路31號,121.537684,24.970281
新北市蘆洲區中正路265號,121.466382,25.087087
新北市新店區北宜路二段56巷3弄2號,121.5493383,24.9508074
新北市林口區湖南里32鄰民治路25號,121.376895,25.076858
新北市新店區安康路三段355巷40號,121.4849289,24.94918
新北市汐止區大同路二段394號,121.65839,25.066949
新北市淡水區真理街10號,121.436724,25.174718
新北市新店區中正路128巷7弄2號,121.5423294,24.9718776
新北市三芝區淡金路一段38號,121.501855,25.259371
新北市新店區中正路360號1樓,121.5362971,24.9756626
新北市石門區中央路1-9號,121.564533,25.291219
新北市新店區中央一街20號,121.528364,24.97301
新北市萬里區獅頭路24號,121.693917,25.179605
新北市新店區達觀路6號,121.5051952,24.9426905
新北市新店區中正路128巷9弄1號,121.5423679,24.971994
新店區民族路53號,121.5400622,24.9784202
新北市新店區中興路一段203號,121.543508,24.9655465
新北市新店區建安街35號,121.538813,24.975494
新北市新店區玫瑰路58巷33號,121.4938656,24.9466258
新北市新店區二十張路111號,121.536373,24.9796309
新北市新店區花園一路一段3號,121.5514357,24.9328526
新北市樹林區地政街17號,121.3942281,24.9720173
新北市樹林區保安街一段345號,121.416943,24.9986719
新北市樹林區中華路12巷11號,121.4201912,24.9834245
新北市樹林區俊英街238-6號,121.425503,25.01073
新北市樹林區八德街118號,121.4210735,24.9795984
新北市樹林區大安路577號,121.4120455,24.983472
新北市樹林區復興路198號,121.4197751,24.9907834
新北市樹林區三福街85巷2-1號,121.407238,25.016275
新北市樹林區文化街28號,121.4191397,24.9878866
新北市樹林區東陽街59號,121.443907,24.977668
新北市樹林區八德街154號,121.4214453,24.9784195
新北市鶯歌區二甲路25號,121.3386917,24.9403165
新北市鶯歌區文化路145巷10號,121.356757,24.953743
新北市三峽區中華路15巷5號,121.373676,24.931567
新北市三峽區中華路25號,121.3386917,24.9403165
新北市三峽區學勤路125號,121.3754352,24.9468149
新北市三峽區介壽路一段276巷108弄38號,121.3791433,24.9278085
新北市土城區明德路一段72號,121.465311,24.982013
新北市三峽區民生街59號,121.443907,24.977668
新北市蘆洲區三民路96號,121.473007,25.08646
新北市中和區錦和路163號,121.490953,24.992538
新北市三峽區大同路222巷26之1號,121.366212,24.927484
新北市鶯歌區中正三路154號,121.335003,24.939284
新北市三峽區大學路89號,121.3757825,24.9418062
新北市新莊區中正路211號,121.474229,25.0231157
淡水區商工路186巷17號,121.4506116,25.1873381
新北市板橋區實踐路76號1~3樓,121.463844,25.005482
新北市淡水區水源街一段124號2樓,121.4473811,25.1716396
新北市板橋區文化路一段270巷3弄9號,121.468236,25.0209712
新北市淡水區八勢一街40號,121.4616641,25.1553012
新北市淡水區沙崙路131巷11號,121.422335,25.1831427
新北市板橋區光明街68號,121.461497,25.0026534
新北市板橋區建國街1號,121.4568251,25.016951
新北市淡水區新興街31號,121.537684,24.970281
新北市板橋區四維路289巷38號,121.4611685,25.0282451
新北市淡水區北新路92號,121.4470331,25.1782803
新北市板橋區文化路二段182巷3弄9號,121.471436,25.0276106
新北市淡水區新春街126巷9號,121.4405177,25.1811317
新北市坪林區國中路4號,121.712825,24.938007
新北市淡水區中正東路35巷11號,121.4464913,25.168796
新北市新店區文中路38號,121.539151,24.956748
新北市淡水區自強路309之1號,121.4625834,25.1319997
新北市新店區中興路一段253號,121.543996,24.966374
新北市中和區民安街66號,121.4797386,25.0003887
新北市瑞芳區三爪子坑路1號,121.81452,25.107444
新北市淡水區大義街29巷13號2號樓、15號,121.4418397,25.1780306
新北市瑞芳區崙頂路3-1號,121.845826,25.105004
新北市淡水區新春街172號,121.443152,25.180981
新北市貢寮區龍崗里嵩陽街42號,121.907086,25.016402
新北市淡水區大忠街75號2樓,121.4456848,25.1772627
新北市深坑區文化街41號,121.618262,25.001741
新北市淡水區沙崙路151巷12弄9號,121.423453,25.1841534
新北市平溪區靜安路二段295號,121.73362,25.023479
新北市烏來區啦卡路5號,121.554224,24.863037
新北市淡水區學府路113號號 2 樓,121.4502043,25.1725291
新北市板橋區大觀路三段50巷30號,121.43127,24.998417
新北市淡水區民權路181巷7號,121.4602357,25.1346151
新北市中和區莒光路191號,121.472635,24.998838
新北市土城區金城路2段247號,121.456841,24.983456
新北市汐止區建成路150號,121.662195,25.0734432
新北市泰山區民生路33號,121.431329,25.051678
新北市汐止區新台五路一段82號2樓,121.6472548,25.0607341
新北市新莊區中平路385號,121.44453,25.053755
新北市汐止區康寧街433號,121.630653,25.068366
新北市鶯歌區永和街33號,121.331768,24.967072
新北市三重區三和路4段216號,121.486502,25.076579
新北市汐止區青山路8號,121.655809,25.0624709
新北市鶯歌區國中街1號,121.34219,24.943659
新北市汐止區莊敬街130號2樓,121.654601,25.061141
新北市淡水區北新路109號,121.446852,25.178482