"city","zone","district","name","alias","types","address","wgs84aX","wgs84aY"
"新北市","板橋分區","板橋區","新北市板橋區中山國民小學","中山國小","國小,幼兒園,一般,公立","新北市板橋區大觀路二段59巷31號",121.447686,25.002304
"新北市","板橋分區","土城區","新北市私立森林幼兒園","森林幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立秀明幼兒園","私立秀明幼兒園","幼兒園,一般,私立","新北市永和區民權路1巷24.26號",121.521564,24.998119
"新北市","三鶯分區","樹林區","新北市樹林區三多國民小學","三多國小","國小,幼兒園,一般,公立","新北市樹林區三福街52號",121.406436,25.016363
"新北市","雙和分區","永和區","新北市私立嘉樂幼兒園","私立嘉樂幼兒園","幼兒園,一般,私立","新北市永和區中和路501巷17號",121.510315,25.002992
"新北市","板橋分區","土城區","新北市私立米亞藝術幼兒園","米亞藝術幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市板橋區實踐國民小學","實踐國小","國小,幼兒園,一般,公立","新北市板橋區實踐路93巷51號",121.466392,25.005017
"新北市","文山分區","新店區","新北市私立三愛幼兒園","私立三愛幼兒園","幼兒園,一般,私立","新北市新店區安民街269巷14號1樓",121.516561,24.973207
"新北市","板橋分區","土城區","新北市私立奇士華幼兒園","奇士華幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市板橋區大觀國民小學","大觀國小","國小,幼兒園,一般,公立","新北市板橋區大觀路一段30號",121.449349,25.00861
"新北市","文山分區","新店區","私立偉智幼兒園","私立偉智幼兒園","幼兒園,一般,私立","新北市新店區永業路81巷25號",121.530952,24.948831
"新北市","板橋分區","土城區","新北市私立欣和幼兒園","欣和幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市板橋區溪洲國民小學","溪洲國小","國小,幼兒園,一般,公立","新北市板橋區金門街289號",121.430882,24.987323
"新北市","文山分區","新店區","私立三民幼兒園","私立三民幼兒園","幼兒園,一般,私立","新北市新店區民權路11巷3號",121.542507,24.982592
"新北市","板橋分區","土城區","新北市私立肯恩土城幼兒園","肯恩土城幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","文山分區","新店區","新北市私立佳恩幼兒園","私立佳恩幼兒園","幼兒園,一般,私立","新北市新店區德正街27巷29弄8號",121.54586,24.971745
"新北市","板橋分區","板橋區","新北市板橋區信義國民小學","信義國小","國小,幼兒園,一般,公立","新北市板橋區四川路二段245巷60號",121.452812,24.991736
"新北市","板橋分區","土城區","新北市私立詠樂幼兒園","詠樂幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","文山分區","新店區","財團法人天主教新北市私立育新幼兒園","育新幼兒園","幼兒園,一般,私立","新北市新店區三民路19號",121.539411,24.971703
"新北市","板橋分區","板橋區","新北市板橋區重慶國民小學","重慶國小","國小,幼兒園,一般,公立","新北市板橋區廣和街31號",121.462422,24.994453
"新北市","板橋分區","土城區","新北市土城區樂利國民小學","樂利國小","一般,國小,幼兒園,公立","新北市土城區裕生路65號",121.447559,24.985601
"新北市","板橋分區","土城區","新北市私立安和幼兒園","安和幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市土城區安和國民小學","安和國小","國小,幼兒園,一般,公立","新北市土城區延和路23號",121.464774,24.988807
"新北市","板橋分區","土城區","新北市私立全球幼兒園","全球幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","樹林區","新北市樹林區彭福國民小學","彭福國小","國小,幼兒園,一般,公立","新北市樹林區忠孝街30號",121.42344,24.98193
"新北市","板橋分區","土城區","新北市私立延吉幼兒園","延吉幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","樹林區","新北市樹林區育林國民小學","育林國小","國小,幼兒園,一般,公立","23871新北市樹林區復興路395號",121.415669,24.985766
"新北市","板橋分區","土城區","新北市私立京揚幼兒園","京揚幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","鶯歌區","新北市鶯歌區建國國民小學","建國國小","國小,幼兒園,一般,公立","23942新北市鶯歌區育英街2號",121.346579,24.954965
"新北市","三鶯分區","三峽區","新北市三峽區安溪國民小學","安溪國小","一般,國小,公立","新北市三峽區中華路42號",121.37222,24.931221
"新北市","板橋分區","土城區","新北市私立北極星幼兒園","北極星幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","新北市汐止區樟樹國民小學","樟樹國小","國小,幼兒園,一般,公立","新北市汐止區樟樹一路141巷2號",121.641687,25.066528
"新北市","板橋分區","土城區","新北市私立怡寶幼兒園","怡寶幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","金山區","新北市金山區金美國民小學","金美國小","國小,幼兒園,偏遠,公立","新北市金山區金美里忠孝一路111號",121.635474,25.221039
"新北市","板橋分區","土城區","新北市私立河馬幼兒園","河馬幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","文山分區","新店區","新北市新店區新和國民小學","新和國小","國小,幼兒園,一般,公立","新北市新店區安和路三段100號",121.518178,24.984615
"新北市","板橋分區","土城區","新北市私立肯恩幼兒園","肯恩幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","新北市淡水區鄧公國民小學","鄧公國小","國小,幼兒園,一般,公立","新北市淡水區學府路99號",121.449292,25.171312
"新北市","新莊分區","泰山區","新北市私立比佛利幼兒園","比佛利幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立愛唯兒幼兒園","愛唯兒幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立寶貝媽咪資優幼兒園","寶貝媽咪資優幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","新北市淡水區新興國民小學","新興國小","國小,幼兒園,一般,公立","新北市淡水區新興街123號",121.440027,25.179684
"新北市","三鶯分區","三峽區","新北市私立瑪莉亞蒙特梭利幼兒園","瑪莉亞蒙特梭利幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","三重區","新北市三重區重陽國民小學","重陽國小","國小,幼兒園,一般,公立","新北市三重區中正北路113號",121.484505,25.066306
"新北市","三重分區","三重區","新北市私立重新幼兒園","重新幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","三重區","新北市三重區五華國民小學","五華國小","國小,幼兒園,一般,公立","新北市三重區集賢路89號",121.493449,25.086713
"新北市","淡水分區","三芝區","新北市私立幼親國際幼兒園","幼親國際幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市蘆洲區成功國民小學","成功國小","國小,幼兒園,一般,公立","新北市蘆洲區長安街311號",121.457458,25.085672
"新北市","三重分區","蘆洲區","新北市蘆洲區仁愛國民小學","仁愛國小","國小,幼兒園,一般,公立","新北市蘆洲區民族路488號",121.470993,25.091454
"新北市","新莊分區","新莊區","新北市私立傑安幼兒園","傑安幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市新莊區榮富國民小學","榮富國小","國小,幼兒園,一般,公立","新北市新莊區中平里7鄰中和街193號",121.447398,25.051432
"新北市","三重分區","三重區","新北市私立艾力克幼兒園","艾力克幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市新莊區裕民國民小學","裕民國小","國小,幼兒園,一般,公立","新北市新莊區裕民街123號",121.418001,25.021856
"新北市","新莊分區","新莊區","新北市私立奇異鳥幼兒園","奇異鳥幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市新莊區新泰國民小學","新泰國小","國小,幼兒園,一般,公立","新北市新莊區公園一路91號",121.443786,25.03784
"新北市","新莊分區","新莊區","新北市新莊區中信國民小學","中信國小","國小,幼兒園,一般,公立","新北市新莊區中信街168號",121.44799,25.056275
"新北市","新莊分區","新莊區","新北市私立昌平幼兒園","昌平幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立吉的堡南雅幼兒園","吉的堡南雅幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","樹林區","新北市私立北大心世紀幼兒園","北大心世紀幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立天愛幼兒園","天愛幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立金城幼兒園","金城幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立育圃幼兒園","育圃幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立常春藤幼兒園","常春藤幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","林口區","新北市私立智盛幼兒園","智盛幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立裕民幼兒園","裕民幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","三峽區","新北市私立東橙幼兒園","東橙幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立高登幼兒園","高登幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立彩虹鳥蒙特梭利幼兒園","彩虹鳥蒙特梭利幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立名亮幼兒園","名亮幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市私立勁寶兒晨星園幼兒園","勁寶兒晨星園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立裕德藝術幼兒園","裕德藝術幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立親親幼兒園","親親幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","五股區","新北市私立菲米力幼兒園","菲米力幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立嘉府幼兒園","嘉府幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","三峽區","新北市私立童話村幼兒園","童話村幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立茁壯園幼兒園","茁壯園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","新北市私立萬甲田幼兒園","萬甲田幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立新惠星幼兒園","新惠星幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","文山分區","新店區","新北市私立小綠芽幼兒園","小綠芽幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立凱樂幼兒園","凱樂幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立文藻幼兒園","文藻幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立維多莉爾幼兒園","維多莉爾幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","中和區","新北市私立民德義泉幼兒園","民德義泉幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","泰山區","新北市私立比陽幼兒園","比陽幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立維多莉爾南天母幼兒園","維多莉爾南天母幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","新北市私立維格爾幼兒園","維格爾幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立華德幼兒園","華德幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","樹林區","新北市私立奇異鳥米蘭幼兒園","奇異鳥米蘭幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立廣福幼兒園","廣福幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立悅欣幼兒園","悅欣幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立樹德幼兒園","樹德幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","新北市私立卓越幼兒園","卓越幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立榕榕園幼兒園","榕榕園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立詠慈幼兒園","詠慈幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","五股區","新北市私立小百科幼兒園","小百科幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立凱文幼兒園","凱文幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","板橋區","新北市私立禮仁幼兒園","禮仁幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立博聖幼兒園","博聖幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","三重區","新北市私立三和幼兒園","三和幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立美敦幼兒園","美敦幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","林口區","新北市私立愛林城堡幼兒園","愛林城堡幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立民族幼兒園","民族幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市私立勵輝國際幼兒園","勵輝國際幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","新北市私立快樂瑪麗安葳森幼兒園","快樂瑪麗安葳森幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立快樂園幼兒園","快樂園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","新北市私立新豐幼兒園","私立新豐幼兒園","幼兒園,一般,私立","新北市汐止區新昌路18號",121.66207,25.067405
"新北市","三重分區","蘆洲區","新北市私立今人園幼兒園","今人園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","私立立強幼兒園","私立立強幼兒園","幼兒園,一般,私立","新北市汐止區民族三街56號",121.629036,25.069679
"新北市","三重分區","蘆洲區","新北市私立幸運草幼兒園","幸運草幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","私立書樂幼兒園","私立書樂幼兒園","幼兒園,一般,私立","新北市汐止區康寧街619號",121.636413,25.071576
"新北市","三重分區","蘆洲區","新北市私立全國幼兒園","全國幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","新北市汐止區農會附設新北市私立汐農幼兒園","私立汐農幼兒園","幼兒園,一般,私立","新北市汐止區長江街39巷26號",121.65532,25.072323
"新北市","三重分區","蘆洲區","新北市私立新冠鈞幼兒園","新冠鈞幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","汐止區","私立超群幼兒園","私立超群幼兒園","幼兒園,一般,私立","新北市汐止區民權街二段81巷3.5號",121.619659,25.047828
"新北市","三重分區","蘆洲區","新北市私立中華兒童幼兒園","中華兒童幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","財團法人新北市私立一信幼兒園","私立一信幼兒園","幼兒園,一般,私立","新北市淡水區中正路1段63巷9號",121.422855,25.177146
"新北市","淡水分區","淡水區","私立國花幼兒園","私立國花幼兒園","幼兒園,一般,私立","新北市淡水區新生街51巷31弄5號",121.440582,25.176264
"新北市","三重分區","蘆洲區","新北市私立邦妮幼兒園","邦妮幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","淡水分區","淡水區","新北市純德幼兒園","私立純德幼兒園","幼兒園,一般,私立","新北市淡水區真理街26號",121.43583,25.175059
"新北市","三重分區","蘆洲區","新北市私立環愛幼兒園","環愛幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","新北市私立立仁幼兒園","私立立仁幼兒園","幼兒園,一般,私立","新北市土城區樂利街5號",121.448407,24.986096
"新北市","三重分區","蘆洲區","新北市私立向詮幼兒園","向詮幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","板橋分區","土城區","私立慈園幼兒園","私立慈園幼兒園","幼兒園,一般,私立","新北市土城區學府路一段270巷4號",121.45084,24.984495
"新北市","三重分區","蘆洲區","新北市私立快樂佳園幼兒園","快樂佳園幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","七星分區","金山區","財團法人天主教聖母聖心會附設新北市私立天仁幼兒園","私立天仁幼兒園","幼兒園,一般,私立","新北市金山區中正路25號",121.635908,25.221889
"新北市","淡水分區","三芝區","財團法人天主教光仁文教基金會附設新北市私立三芝幼兒園","私立三芝幼兒園","幼兒園,一般,私立","新北市三芝區長安街59號1",121.500861,25.256676
"新北市","三重分區","蘆洲區","新北市私立文德幼兒園","文德幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","雙和分區","永和區","育才學校財團法人新北市私立育才國民小學附設幼兒園","私立育才國小附幼","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立來得幼兒園","來得幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三重分區","蘆洲區","新北市私立蘆洲來來幼兒園","私立來來幼兒園","幼兒園,一般,私立","新北市蘆洲區民權路156號",121.472384,25.089999
"新北市","三重分區","蘆洲區","新北市私立蘆洲星辰幼兒園","蘆洲星辰幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","林口區","新北市私立福林幼兒園","私立福林幼兒園","幼兒園,一般,私立","新北市林口區文化一路一段100巷12號",121.373891,25.070555
"新北市","雙和分區","永和區","新北市私立新惠幼幼兒園","私立連升幼兒園","幼兒園,一般,私立","新北市永和區保安路252巷2號",121.506294,25.012748
"新北市","三重分區","蘆洲區","新北市私立美式夏綠蒂幼兒園","美式夏綠蒂幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市私立欣園幼兒園","私立欣園幼兒園","幼兒園,一般,私立","新北市新莊區中港路207巷14號",121.454025,25.041847
"新北市","三重分區","蘆洲區","新北市私立佳佳安長榮幼兒園","佳佳安長榮幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","新莊區","新北市私立永錡幼兒園","私立永錡幼兒園","幼兒園,一般,私立","新北市新莊區民安西路410巷15號1.2樓",121.428222,25.008965
"新北市","三重分區","蘆洲區","新北市私立翊華幼兒園","翊華幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","瑞芳分區","瑞芳區","私立樺興幼兒園","私立樺興幼兒園","幼兒園,一般,私立","新北市瑞芳區瑞芳街21之1號",121.806904,25.109503
"新北市","三重分區","蘆洲區","新北市私立愛麗斯幼兒園","愛麗斯幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","三鶯分區","樹林區","財團法人新北市樹林基督長老教會附設新北市私立牧人幼兒園","私立牧人幼兒園","幼兒園,一般,私立","新北市樹林區中山路一段2號1、2、3樓",121.424073,24.994116
"新北市","三重分區","蘆洲區","功學社教育用品股份有限公司附設新北市私立燕翔幼兒園","燕翔幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","泰山區","新北市私立華菂幼兒園","私立華菂幼兒園","幼兒園,一般,私立","新北市泰山區民生路20號",121.430296,25.05248
"新北市","三重分區","蘆洲區","新北市私立日安幼兒園","日安幼兒園","一般,幼兒園,私立","",NA,NA
"新北市","新莊分區","林口區","私立微笑幼兒園","私立微笑幼兒園","一般,幼兒園,私立","新北市林口區八德路18號",121.368362,25.067452
